time,open,high,low,close,ATVV,Plot
1738258440,2793.215,2794.14,2792.945,2793.645,1492.95,1442.9049999999988
1738258500,2794.09,2794.1,2792.855,2793.641,1487.3,1450.399999999999
1738258560,2793.652,2794.87,2793.435,2794.53,1458.3,1457.9599999999987
1738258620,2794.52,2795.22,2793.525,2794.76,1453.15,1464.639999999999
1738258680,2794.718,2795.03,2793.925,2794.022,1435.35,1467.5499999999988
1738258740,2794.52,2794.57,2793.535,2794.032,1435.2,1468.419999999999
1738258800,2794.097,2794.71,2793.385,2794.28,1451.9,1468.819999999999
1738258860,2794.432,2794.71,2793.375,2794.15,1443.2,1465.149999999999
1738258920,2794.107,2795.03,2793.405,2794.96,1458.55,1462.0099999999989
1738258980,2794.667,2795.01,2793.885,2794.292,1443.95,1455.984999999999
1738259040,2794.262,2794.74,2793.885,2794.48,1455.4,1452.229999999999
1738259100,2794.285,2795.46,2794.008,2795.27,1466.45,1450.144999999999
1738259160,2794.815,2795.64,2794.665,2795.098,1453.2,1449.6349999999989
1738259220,2794.915,2795.36,2794.028,2794.61,1446.45,1448.9649999999988
1738259280,2794.37,2794.85,2793.635,2794.432,1446.2,1450.049999999999
1738259340,2794.325,2794.95,2794.005,2794.73,1424.65,1448.9949999999992
1738259400,2794.492,2794.99,2793.655,2794.24,1417.5,1445.5549999999992
1738259460,2794.24,2795.71,2793.965,2795.36,1418.1,1443.044999999999
1738259520,2795.55,2795.79,2794.505,2795.52,1402.75,1437.464999999999
1738259580,2795.355,2796.06,2795.165,2795.77,1373,1430.369999999999
1738259640,2795.742,2796.05,2795.115,2795.64,1356.4,1420.469999999999
1738259700,2795.495,2795.99,2794.905,2795.73,1337.85,1407.609999999999
1738259760,2795.74,2795.98,2794.875,2795.305,1324.75,1394.764999999999
1738259820,2795.467,2795.82,2794.535,2795.48,1340.95,1384.2149999999988
1738259880,2795.23,2795.46,2794.495,2795.32,1375.25,1377.1199999999988
1738259940,2795.33,2795.81,2794.715,2795.59,1391.75,1373.829999999999
1738260000,2795.546,2796.24,2794.765,2796.03,1384.65,1370.544999999999
1738260060,2796.05,2796.21,2795.225,2796.01,1377.2,1366.4549999999992
1738260120,2795.778,2796.39,2795.235,2795.65,1359.7,1362.1499999999992
1738260180,2795.578,2796.02,2794.858,2795.35,1360.75,1360.924999999999
1738260240,2795.09,2796.13,2794.785,2795.83,1340.4,1359.3249999999991
1738260300,2795.787,2796.8,2795.585,2796.12,1333.6,1358.8999999999992
1738260360,2796.12,2796.42,2795.555,2795.86,1332.35,1359.6599999999992
1738260420,2795.818,2796.1,2795.035,2795.25,1345.65,1360.1299999999992
1738260480,2795.206,2796.15,2795.045,2795.5,1327.5,1355.354999999999
1738260540,2795.52,2795.94,2794.445,2794.97,1326.55,1348.8349999999991
1738260600,2794.96,2795.67,2794.508,2794.915,1312.7,1341.6399999999992
1738260660,2795.078,2796.04,2794.475,2795.96,1302.65,1334.184999999999
1738260720,2795.76,2795.97,2794.765,2795.33,1296,1327.8149999999991
1738260780,2795.098,2795.37,2792.805,2793.575,1318.15,1323.5549999999992
1738260840,2793.74,2794.34,2793.495,2793.92,1324.15,1321.9299999999992
1738260900,2793.878,2794.71,2793.398,2794.325,1327.65,1321.3349999999991
1738260960,2794.407,2795.7,2794.365,2795.155,1339.15,1322.0149999999992
1738261020,2795.352,2795.7,2794.005,2794.53,1304.9,1317.9399999999991
1738261080,2794.115,2794.57,2793.055,2794.09,1322.8,1317.4699999999993
1738261140,2793.932,2794.63,2793.615,2793.9,1312,1316.0149999999994
1738261200,2793.872,2795.58,2793.765,2795.55,1312.6,1316.0049999999992
1738261260,2795.63,2795.79,2794.755,2795.52,1295.1,1315.2499999999993
1738261320,2795.135,2795.76,2794.915,2795.487,1285.3,1314.1799999999992
1738261380,2795.53,2796.8,2795.195,2796.507,1287.8,1311.144999999999
1738261440,2796.78,2797.21,2796.285,2796.59,1292.65,1307.9949999999992
1738261500,2796.618,2797.22,2796.348,2796.85,1267.15,1301.9449999999993
1738261560,2796.72,2797.24,2796.448,2796.95,1253.8,1293.4099999999994
1738261620,2796.71,2797.16,2796.405,2796.72,1220.15,1284.9349999999993
1738261680,2796.99,2796.99,2794.705,2795.14,1253.5,1278.0049999999994
1738261740,2795.075,2795.77,2794.375,2794.585,1281.9,1274.9949999999994
1738261800,2794.565,2795.01,2793.455,2794.53,1297.9,1273.5249999999994
1738261860,2794.327,2794.62,2793.115,2793.76,1287.7,1272.7849999999994
1738261920,2793.75,2793.76,2791.895,2792.66,1297.85,1274.0399999999995
1738261980,2792.345,2793.42,2792.035,2793.03,1283.15,1273.5749999999996
1738262040,2792.8,2793.97,2792.585,2793.59,1282.3,1272.5399999999995
1738262100,2793.547,2795.08,2793.355,2794.83,1275.5,1273.3749999999995
1738262160,2794.89,2795.17,2794.345,2794.53,1253.25,1273.3199999999995
1738262220,2794.495,2795.08,2794.135,2794.47,1254.05,1276.7099999999996
1738262280,2794.442,2794.75,2793.845,2794.275,1189.35,1270.2949999999996
1738262340,2794.392,2795.32,2794.225,2794.705,1165.75,1258.6799999999996
1738262400,2794.758,2795.33,2794.045,2794.48,1134.75,1242.3649999999996
1738262460,2794.442,2795.45,2794.115,2794.89,1149.85,1228.5799999999995
1738262520,2794.946,2795.66,2794.725,2795.005,1125.95,1211.3899999999996
1738262580,2795.08,2795.51,2794.855,2795.14,1110.95,1194.1699999999996
1738262640,2795.127,2795.61,2794.475,2795.21,1108.4,1176.7799999999995
1738262700,2794.692,2795.13,2794.325,2794.76,1098.85,1159.1149999999996
1738262760,2794.74,2795.47,2794.635,2794.955,1100.65,1143.8549999999996
1738262820,2794.918,2795.61,2794.735,2795.4,1098.75,1128.3249999999994
1738262880,2795.18,2795.73,2794.995,2795.398,1053.2,1114.7099999999996
1738262940,2795.345,2795.57,2794.625,2794.887,1006.35,1098.7699999999995
1738263000,2795.19,2795.37,2794.445,2795.09,954,1080.6949999999997
1738263060,2795.038,2795.42,2794.595,2794.725,928.9,1058.5999999999997
1738263120,2795.41,2795.94,2794.735,2795.8,893.1,1035.3149999999996
1738263180,2795.587,2795.89,2794.615,2795.34,870.15,1011.2349999999994
1738263240,2795.15,2795.4,2794.315,2794.83,851.7,985.5649999999996
1738263300,2794.83,2795.06,2794.005,2795,834.85,959.1649999999996
1738263360,2794.75,2795.4,2794.155,2794.538,833.8,932.4799999999996
1738263420,2794.56,2795.86,2794.178,2795.407,824.7,905.0749999999996
1738263480,2795.288,2795.87,2794.635,2795.45,820.05,881.7599999999996
1738263540,2795.05,2795.49,2794.675,2795.07,813.35,862.4599999999995
1738263600,2794.805,2795.43,2794.425,2795.36,814.6,848.5199999999998
1738263660,2795.32,2795.54,2794.495,2795.24,800.65,835.6949999999995
1738263720,2794.91,2795.35,2794.105,2794.35,813.85,827.7699999999998
1738263780,2794.347,2794.7,2793.265,2793.99,817.45,822.4999999999997
1738263840,2793.96,2793.96,2792.348,2793.187,822,819.5299999999995
1738263900,2793.078,2794.22,2792.835,2793.78,841.05,820.1499999999996
1738263960,2793.77,2794.15,2793.025,2793.96,840.4,820.8099999999997
1738264020,2793.64,2794.25,2793.268,2794.01,843.9,822.7299999999996
1738264080,2793.95,2794.01,2792.985,2793.218,845.25,825.2499999999997
1738264140,2793.298,2793.94,2792.855,2792.985,839.2,827.8349999999997
1738264200,2793.58,2794.1,2792.885,2793.78,847.75,831.1499999999996
1738264260,2793.52,2794.14,2793.115,2793.73,844.45,835.5299999999995
1738264320,2793.73,2794.27,2793.248,2794.19,851.3,839.2749999999996
