T,v,vw,a,o,c,h,l,t,n,m,x,g,op,z,av,s,e,otc
,2,2514.065,0,2514.14,2513.99,2514.14,2513.99,1724201280000,2,,0,,0,0,0,0,0,false
,3,2514,0,2513.98,2513.88,2514.14,2513.88,1724201340000,3,,0,,0,0,0,0,0,false
,3,2513.7733,0,2513.69,2513.88,2513.88,2513.69,1724201400000,3,,0,,0,0,0,0,0,false
,2,2513.76,0,2513.85,2513.67,2513.85,2513.67,1724201460000,2,,0,,0,0,0,0,0,false
,3,2513.7,0,2513.69,2513.67,2513.74,2513.67,1724201520000,3,,0,,0,0,0,0,0,false
,2,2513.775,0,2513.84,2513.71,2513.84,2513.71,1724201580000,2,,0,,0,0,0,0,0,false
,3,2513.2933,0,2513.1,2512.94,2513.84,2512.94,1724201640000,3,,0,,0,0,0,0,0,false
,3,2512.8533,0,2512.77,2513.06,2513.06,2512.73,1724201700000,3,,0,,0,0,0,0,0,false
,2,2512.815,0,2512.7,2512.93,2512.93,2512.7,1724201760000,2,,0,,0,0,0,0,0,false
,3,2513.23,0,2513.34,2512.93,2513.42,2512.93,1724201820000,3,,0,,0,0,0,0,0,false
,2,2513.33,0,2513.38,2513.28,2513.38,2513.28,1724201880000,2,,0,,0,0,0,0,0,false
,3,2513.1833,0,2512.98,2513.19,2513.38,2512.98,1724201940000,3,,0,,0,0,0,0,0,false
,3,2513.3967,0,2513.45,2513.19,2513.55,2513.19,1724202000000,3,,0,,0,0,0,0,0,false
,2,2513.975,0,2514.04,2513.91,2514.04,2513.91,1724202060000,2,,0,,0,0,0,0,0,false
,3,2513.9767,0,2514.14,2513.91,2514.14,2513.88,1724202120000,3,,0,,0,0,0,0,0,false
,2,2514.485,0,2514.03,2514.94,2514.94,2514.03,1724202180000,2,,0,,0,0,0,0,0,false
,3,2514.6367,0,2514.77,2515.11,2515.11,2514.03,1724202240000,3,,0,,0,0,0,0,0,false
,3,2514.7367,0,2514.75,2514.43,2515.03,2514.43,1724202300000,3,,0,,0,0,0,0,0,false
,2,2515.13,0,2514.77,2515.49,2515.49,2514.77,1724202360000,2,,0,,0,0,0,0,0,false
,3,2514.83,0,2514.75,2514.78,2514.96,2514.75,1724202420000,3,,0,,0,0,0,0,0,false
,2,2515.08,0,2514.8,2515.36,2515.36,2514.8,1724202480000,2,,0,,0,0,0,0,0,false
,3,2515.42,0,2515.82,2515.64,2515.82,2514.8,1724202540000,3,,0,,0,0,0,0,0,false
,3,2515.6733,0,2515.69,2515.2,2516.13,2515.2,1724202600000,3,,0,,0,0,0,0,0,false
,2,2516.045,0,2515.97,2516.12,2516.12,2515.97,1724202660000,2,,0,,0,0,0,0,0,false
,3,2515.99,0,2516.3,2516.12,2516.3,2515.55,1724202720000,3,,0,,0,0,0,0,0,false
,2,2514.965,0,2514.98,2514.95,2514.98,2514.95,1724202780000,2,,0,,0,0,0,0,0,false
,3,2514.4,0,2514.61,2513.84,2514.75,2513.84,1724202840000,3,,0,,0,0,0,0,0,false
,2,2513.1,0,2513.36,2512.84,2513.36,2512.84,1724202900000,2,,0,,0,0,0,0,0,false
,3,2513.2,0,2514.6,2512.63,2514.6,2512.37,1724202960000,3,,0,,0,0,0,0,0,false
,3,2513.3133,0,2513.61,2512.63,2513.7,2512.63,1724203020000,3,,0,,0,0,0,0,0,false
,2,2513.12,0,2513.03,2513.21,2513.21,2513.03,1724203080000,2,,0,,0,0,0,0,0,false
,3,2513.0033,0,2513.55,2512.43,2513.55,2512.43,1724203140000,3,,0,,0,0,0,0,0,false
,2,2513.095,0,2513.1,2513.09,2513.1,2513.09,1724203200000,2,,0,,0,0,0,0,0,false
,3,2513.3867,0,2513.54,2513.5,2513.54,2513.12,1724203260000,3,,0,,0,0,0,0,0,false
,3,2513.32,0,2513.32,2513.13,2513.51,2513.13,1724203320000,3,,0,,0,0,0,0,0,false
,2,2513.285,0,2513.23,2513.34,2513.34,2513.23,1724203380000,2,,0,,0,0,0,0,0,false
,3,2512.4633,0,2511.81,2512.35,2513.23,2511.81,1724203440000,3,,0,,0,0,0,0,0,false
,2,2512.465,0,2512.46,2512.47,2512.47,2512.46,1724203500000,2,,0,,0,0,0,0,0,false
,3,2512.7533,0,2512.84,2512.96,2512.96,2512.46,1724203560000,3,,0,,0,0,0,0,0,false
,3,2512.8933,0,2512.96,2512.96,2512.96,2512.76,1724203620000,3,,0,,0,0,0,0,0,false
,2,2512.54,0,2512.46,2512.62,2512.62,2512.46,1724203680000,2,,0,,0,0,0,0,0,false
,3,2512.53,0,2512.76,2512.37,2512.76,2512.37,1724203740000,3,,0,,0,0,0,0,0,false
,2,2512.435,0,2512.2,2512.67,2512.67,2512.2,1724203800000,2,,0,,0,0,0,0,0,false
,3,2512.15,0,2512.23,2512.02,2512.23,2512.02,1724203860000,3,,0,,0,0,0,0,0,false
,3,2511.6567,0,2511.78,2512.02,2512.02,2511.17,1724203920000,3,,0,,0,0,0,0,0,false
,2,2511.275,0,2511.39,2511.16,2511.39,2511.16,1724203980000,2,,0,,0,0,0,0,0,false
,3,2511.23,0,2511.3,2511,2511.39,2511,1724204040000,3,,0,,0,0,0,0,0,false
,2,2511.215,0,2511.12,2511.31,2511.31,2511.12,1724204100000,2,,0,,0,0,0,0,0,false
,3,2511.4267,0,2511.33,2511.83,2511.83,2511.12,1724204160000,3,,0,,0,0,0,0,0,false
,3,2511.7767,0,2511.63,2511.34,2512.36,2511.34,1724204220000,3,,0,,0,0,0,0,0,false
,2,2512.015,0,2511.92,2512.11,2512.11,2511.92,1724204280000,2,,0,,0,0,0,0,0,false
,3,2512.4167,0,2512.43,2512.93,2512.93,2511.89,1724204340000,3,,0,,0,0,0,0,0,false
,2,2512.305,0,2512.46,2512.15,2512.46,2512.15,1724204400000,2,,0,,0,0,0,0,0,false
,3,2512.1567,0,2511.85,2512.02,2512.6,2511.85,1724204460000,3,,0,,0,0,0,0,0,false
,3,2512.4033,0,2512.34,2512.02,2512.85,2512.02,1724204520000,3,,0,,0,0,0,0,0,false
,2,2513.895,0,2513.56,2514.23,2514.23,2513.56,1724204580000,2,,0,,0,0,0,0,0,false
,3,2513.9833,0,2514.36,2514.44,2514.44,2513.15,1724204640000,3,,0,,0,0,0,0,0,false
,2,2514.31,0,2514.21,2514.41,2514.41,2514.21,1724204700000,2,,0,,0,0,0,0,0,false
,3,2514.6633,0,2514.79,2514.99,2514.99,2514.21,1724204760000,3,,0,,0,0,0,0,0,false
,3,2515.5333,0,2515.47,2514.99,2516.14,2514.99,1724204820000,3,,0,,0,0,0,0,0,false
,2,2516.27,0,2516.05,2516.49,2516.49,2516.05,1724204880000,2,,0,,0,0,0,0,0,false
,3,2516.2333,0,2516.09,2516.49,2516.49,2516.09,1724204940000,3,,0,,0,0,0,0,0,false
,2,2516.8,0,2516.77,2516.83,2516.83,2516.77,1724205000000,2,,0,,0,0,0,0,0,false
,3,2516.78,0,2516.86,2516.71,2516.86,2516.71,1724205060000,3,,0,,0,0,0,0,0,false
,3,2516.7233,0,2516.7,2516.71,2516.76,2516.7,1724205120000,3,,0,,0,0,0,0,0,false
,2,2516.71,0,2516.79,2516.63,2516.79,2516.63,1724205180000,2,,0,,0,0,0,0,0,false
,3,2516.7333,0,2516.58,2516.83,2516.83,2516.58,1724205240000,3,,0,,0,0,0,0,0,false
,2,2516.825,0,2516.81,2516.84,2516.84,2516.81,1724205300000,2,,0,,0,0,0,0,0,false
,3,2516.8033,0,2516.88,2516.72,2516.88,2516.72,1724205360000,3,,0,,0,0,0,0,0,false
,3,2516.68,0,2516.7,2516.72,2516.72,2516.62,1724205420000,3,,0,,0,0,0,0,0,false
,2,2516.72,0,2516.57,2516.87,2516.87,2516.57,1724205480000,2,,0,,0,0,0,0,0,false
,3,2516.79,0,2516.9,2516.9,2516.9,2516.57,1724205540000,3,,0,,0,0,0,0,0,false
,2,2516.855,0,2516.81,2516.9,2516.9,2516.81,1724205600000,2,,0,,0,0,0,0,0,false
,3,2517.33,0,2517.84,2517.34,2517.84,2516.81,1724205660000,3,,0,,0,0,0,0,0,false
,3,2517.45,0,2517.28,2517.34,2517.73,2517.28,1724205720000,3,,0,,0,0,0,0,0,false
,2,2516.98,0,2517.11,2516.85,2517.11,2516.85,1724205780000,2,,0,,0,0,0,0,0,false
,3,2516.65,0,2516.47,2516.37,2517.11,2516.37,1724205840000,3,,0,,0,0,0,0,0,false
,2,2516.9,0,2516.54,2517.26,2517.26,2516.54,1724205900000,2,,0,,0,0,0,0,0,false
,3,2516.9767,0,2517.33,2517.06,2517.33,2516.54,1724205960000,3,,0,,0,0,0,0,0,false
,3,2517.3833,0,2517.56,2516.94,2517.65,2516.94,1724206020000,3,,0,,0,0,0,0,0,false
,2,2518.15,0,2517.9,2518.4,2518.4,2517.9,1724206080000,2,,0,,0,0,0,0,0,false
,3,2518.6033,0,2518.99,2518.92,2518.99,2517.9,1724206140000,3,,0,,0,0,0,0,0,false
,2,2518.91,0,2518.68,2519.14,2519.14,2518.68,1724206200000,2,,0,,0,0,0,0,0,false
,3,2518.6633,0,2518.54,2518.77,2518.77,2518.54,1724206260000,3,,0,,0,0,0,0,0,false
,2,2518.54,0,2518.31,2518.77,2518.77,2518.31,1724206320000,2,,0,,0,0,0,0,0,false
,2,2518.525,0,2518.45,2518.6,2518.6,2518.45,1724206380000,2,,0,,0,0,0,0,0,false
,3,2518.76,0,2518.74,2519.09,2519.09,2518.45,1724206440000,3,,0,,0,0,0,0,0,false
,2,2519.685,0,2519.61,2519.76,2519.76,2519.61,1724206500000,2,,0,,0,0,0,0,0,false
,3,2519.16,0,2519.62,2519.09,2519.62,2518.77,1724206560000,3,,0,,0,0,0,0,0,false
,3,2519.2,0,2519.07,2519.09,2519.44,2519.07,1724206620000,3,,0,,0,0,0,0,0,false
,2,2519.515,0,2519.53,2519.5,2519.53,2519.5,1724206680000,2,,0,,0,0,0,0,0,false
,3,2519.4333,0,2519.5,2519.27,2519.53,2519.27,1724206740000,3,,0,,0,0,0,0,0,false
,2,2519.05,0,2519.09,2519.01,2519.09,2519.01,1724206800000,2,,0,,0,0,0,0,0,false
,3,2519.0067,0,2518.88,2519.05,2519.09,2518.88,1724206860000,3,,0,,0,0,0,0,0,false
,3,2518.9667,0,2518.98,2519.05,2519.05,2518.87,1724206920000,3,,0,,0,0,0,0,0,false
,2,2518.825,0,2518.88,2518.77,2518.88,2518.77,1724206980000,2,,0,,0,0,0,0,0,false
,3,2518.8133,0,2518.77,2518.88,2518.88,2518.77,1724207040000,3,,0,,0,0,0,0,0,false
,2,2517.95,0,2518.17,2517.73,2518.17,2517.73,1724207100000,2,,0,,0,0,0,0,0,false
,3,2518.1233,0,2518.03,2517.87,2518.47,2517.87,1724207160000,3,,0,,0,0,0,0,0,false
,3,2517.8667,0,2517.78,2517.87,2517.95,2517.78,1724207220000,3,,0,,0,0,0,0,0,false
,2,2517.8,0,2517.75,2517.85,2517.85,2517.75,1724207280000,2,,0,,0,0,0,0,0,false
,3,2517.62,0,2517.45,2517.85,2517.85,2517.45,1724207340000,3,,0,,0,0,0,0,0,false
,2,2516.795,0,2516.96,2516.63,2516.96,2516.63,1724207400000,2,,0,,0,0,0,0,0,false
,3,2516.4033,0,2516.05,2515.92,2517.24,2515.92,1724207460000,3,,0,,0,0,0,0,0,false
,3,2515.94,0,2515.87,2515.92,2516.03,2515.87,1724207520000,3,,0,,0,0,0,0,0,false
,2,2516.73,0,2516.48,2516.98,2516.98,2516.48,1724207580000,2,,0,,0,0,0,0,0,false
,3,2517.7667,0,2518.14,2516.72,2518.44,2516.72,1724207640000,3,,0,,0,0,0,0,0,false
,3,2518.3867,0,2518.35,2518.46,2518.46,2518.35,1724207700000,3,,0,,0,0,0,0,0,false
,3,2517.5933,0,2517.88,2517.89,2517.89,2517.01,1724207760000,3,,0,,0,0,0,0,0,false
,3,2517.66,0,2517.48,2517.89,2517.89,2517.48,1724207820000,3,,0,,0,0,0,0,0,false
,2,2517.565,0,2517.43,2517.7,2517.7,2517.43,1724207880000,2,,0,,0,0,0,0,0,false
,3,2517.48,0,2517.56,2517.7,2517.7,2517.18,1724207940000,3,,0,,0,0,0,0,0,false
,2,2517.725,0,2517.58,2517.87,2517.87,2517.58,1724208000000,2,,0,,0,0,0,0,0,false
,3,2517.7567,0,2518.07,2517.63,2518.07,2517.57,1724208060000,3,,0,,0,0,0,0,0,false
,3,2517.7867,0,2517.53,2518.06,2518.06,2517.53,1724208120000,3,,0,,0,0,0,0,0,false
,2,2517.86,0,2517.93,2517.79,2517.93,2517.79,1724208180000,2,,0,,0,0,0,0,0,false
,3,2517.61,0,2517.46,2517.79,2517.79,2517.46,1724208240000,3,,0,,0,0,0,0,0,false
,2,2517.47,0,2517.5,2517.44,2517.5,2517.44,1724208300000,2,,0,,0,0,0,0,0,false
,3,2517.27,0,2517.19,2517.12,2517.5,2517.12,1724208360000,3,,0,,0,0,0,0,0,false
,3,2517.1267,0,2517.23,2517.12,2517.23,2517.03,1724208420000,3,,0,,0,0,0,0,0,false
,2,2517.385,0,2517.26,2517.51,2517.51,2517.26,1724208480000,2,,0,,0,0,0,0,0,false
,3,2517.8267,0,2517.89,2517.51,2518.08,2517.51,1724208540000,3,,0,,0,0,0,0,0,false
,2,2518.225,0,2518.47,2517.98,2518.47,2517.98,1724208600000,2,,0,,0,0,0,0,0,false
,3,2517.7767,0,2517.35,2517.6,2518.38,2517.35,1724208660000,3,,0,,0,0,0,0,0,false
,3,2517.7367,0,2517.66,2517.6,2517.95,2517.6,1724208720000,3,,0,,0,0,0,0,0,false
,2,2517.68,0,2517.64,2517.72,2517.72,2517.64,1724208780000,2,,0,,0,0,0,0,0,false
,3,2517.83,0,2518.01,2517.72,2518.01,2517.72,1724208840000,3,,0,,0,0,0,0,0,false
,2,2517.74,0,2517.75,2517.73,2517.75,2517.73,1724208900000,2,,0,,0,0,0,0,0,false
,3,2517.8633,0,2517.73,2518.11,2518.11,2517.73,1724208960000,3,,0,,0,0,0,0,0,false
,3,2518.1233,0,2518.2,2517.74,2518.43,2517.74,1724209020000,3,,0,,0,0,0,0,0,false
,2,2518.345,0,2518.46,2518.23,2518.46,2518.23,1724209080000,2,,0,,0,0,0,0,0,false
,3,2518.5133,0,2518.46,2518.23,2518.85,2518.23,1724209140000,3,,0,,0,0,0,0,0,false
,2,2519.13,0,2519.19,2519.07,2519.19,2519.07,1724209200000,2,,0,,0,0,0,0,0,false
,3,2518.66,0,2519.09,2518.26,2519.09,2518.26,1724209260000,3,,0,,0,0,0,0,0,false
,2,2517.86,0,2517.96,2517.76,2517.96,2517.76,1724209320000,2,,0,,0,0,0,0,0,false
,3,2517.6433,0,2519.08,2516.79,2519.08,2516.79,1724209380000,3,,0,,0,0,0,0,0,false
,3,2516.4567,0,2516.43,2516.79,2516.79,2516.15,1724209440000,3,,0,,0,0,0,0,0,false
,2,2516.5,0,2516.52,2516.48,2516.52,2516.48,1724209500000,2,,0,,0,0,0,0,0,false
,3,2516.6,0,2516.51,2516.78,2516.78,2516.51,1724209560000,3,,0,,0,0,0,0,0,false
,2,2516.22,0,2516.36,2516.08,2516.36,2516.08,1724209620000,2,,0,,0,0,0,0,0,false
,3,2516.1333,0,2516.78,2515.73,2516.78,2515.73,1724209680000,3,,0,,0,0,0,0,0,false
,3,2515.61,0,2515.5,2515.73,2515.73,2515.5,1724209740000,3,,0,,0,0,0,0,0,false
,2,2515.7,0,2515.76,2515.64,2515.76,2515.64,1724209800000,2,,0,,0,0,0,0,0,false
,3,2515.5567,0,2515.52,2515.39,2515.76,2515.39,1724209860000,3,,0,,0,0,0,0,0,false
,2,2515.29,0,2515.42,2515.16,2515.42,2515.16,1724209920000,2,,0,,0,0,0,0,0,false
,3,2515.45,0,2515.39,2515.73,2515.73,2515.23,1724209980000,3,,0,,0,0,0,0,0,false
,3,2515.48,0,2515.76,2515.24,2515.76,2515.24,1724210040000,3,,0,,0,0,0,0,0,false
,2,2514.855,0,2515.02,2514.69,2515.02,2514.69,1724210100000,2,,0,,0,0,0,0,0,false
,3,2515.0067,0,2514.84,2515.08,2515.1,2514.84,1724210160000,3,,0,,0,0,0,0,0,false
,2,2515.23,0,2515.24,2515.22,2515.24,2515.22,1724210220000,2,,0,,0,0,0,0,0,false
,3,2514.9533,0,2515.08,2514.62,2515.16,2514.62,1724210280000,3,,0,,0,0,0,0,0,false
,3,2514.3833,0,2514.44,2515.15,2515.15,2513.56,1724210340000,3,,0,,0,0,0,0,0,false
,2,2513.69,0,2513.96,2513.42,2513.96,2513.42,1724210400000,2,,0,,0,0,0,0,0,false
,3,2513.8767,0,2513.8,2513.87,2513.96,2513.8,1724210460000,3,,0,,0,0,0,0,0,false
,2,2514.01,0,2513.86,2514.16,2514.16,2513.86,1724210520000,2,,0,,0,0,0,0,0,false
,3,2514.1867,0,2514.42,2514.27,2514.42,2513.87,1724210580000,3,,0,,0,0,0,0,0,false
,3,2514.2,0,2514.06,2514.27,2514.27,2514.06,1724210640000,3,,0,,0,0,0,0,0,false
,2,2514.135,0,2514.16,2514.11,2514.16,2514.11,1724210700000,2,,0,,0,0,0,0,0,false
,3,2514.2767,0,2514.46,2514.21,2514.46,2514.16,1724210760000,3,,0,,0,0,0,0,0,false
,2,2513.975,0,2514.06,2513.89,2514.06,2513.89,1724210820000,2,,0,,0,0,0,0,0,false
,3,2514.0567,0,2514.06,2513.8,2514.31,2513.8,1724210880000,3,,0,,0,0,0,0,0,false
,3,2513.76,0,2513.93,2513.86,2513.93,2513.49,1724210940000,3,,0,,0,0,0,0,0,false
,2,2513.17,0,2513.18,2513.16,2513.18,2513.16,1724211000000,2,,0,,0,0,0,0,0,false
,3,2513.3033,0,2513.08,2513.65,2513.65,2513.08,1724211060000,3,,0,,0,0,0,0,0,false
,2,2514.165,0,2514.11,2514.22,2514.22,2514.11,1724211120000,2,,0,,0,0,0,0,0,false
,3,2513.97,0,2514.28,2514.52,2514.52,2513.11,1724211180000,3,,0,,0,0,0,0,0,false
,3,2514.7367,0,2514.64,2514.57,2515,2514.57,1724211240000,3,,0,,0,0,0,0,0,false
,2,2514.92,0,2514.8,2515.04,2515.04,2514.8,1724211300000,2,,0,,0,0,0,0,0,false
,3,2514.8133,0,2515.43,2515.5,2515.5,2513.51,1724211360000,3,,0,,0,0,0,0,0,false
,2,2515.955,0,2515.69,2516.22,2516.22,2515.69,1724211420000,2,,0,,0,0,0,0,0,false
,3,2515.8767,0,2516.58,2516.64,2516.64,2514.41,1724211480000,3,,0,,0,0,0,0,0,false
,3,2516.5567,0,2516.55,2516.38,2516.74,2516.38,1724211540000,3,,0,,0,0,0,0,0,false
,2,2517.065,0,2516.89,2517.24,2517.24,2516.89,1724211600000,2,,0,,0,0,0,0,0,false
,3,2517.1933,0,2517.36,2517.33,2517.36,2516.89,1724211660000,3,,0,,0,0,0,0,0,false
,2,2517.01,0,2517.12,2516.9,2517.12,2516.9,1724211720000,2,,0,,0,0,0,0,0,false
,3,2516.9133,0,2516.94,2516.68,2517.12,2516.68,1724211780000,3,,0,,0,0,0,0,0,false
,3,2516.32,0,2516.26,2516.68,2516.68,2516.02,1724211840000,3,,0,,0,0,0,0,0,false
,2,2516.36,0,2516.32,2516.4,2516.4,2516.32,1724211900000,2,,0,,0,0,0,0,0,false
,3,2516.24,0,2516.31,2516.3,2516.31,2516.11,1724211960000,3,,0,,0,0,0,0,0,false
,1,2516.39,0,2516.39,2516.39,2516.39,2516.39,1724212020000,1,,0,,0,0,0,0,0,false
,3,2516.3367,0,2516.22,2516.4,2516.4,2516.22,1724212080000,3,,0,,0,0,0,0,0,false
,3,2516.4467,0,2516.46,2516.4,2516.48,2516.4,1724212140000,3,,0,,0,0,0,0,0,false
,2,2517.09,0,2516.89,2517.29,2517.29,2516.89,1724212200000,2,,0,,0,0,0,0,0,false
,3,2517.49,0,2517.52,2518.17,2518.17,2516.78,1724212260000,3,,0,,0,0,0,0,0,false
,2,2517.915,0,2517.91,2517.92,2517.92,2517.91,1724212320000,2,,0,,0,0,0,0,0,false
,2,2518.055,0,2518,2518.11,2518.11,2518,1724212380000,2,,0,,0,0,0,0,0,false
,3,2518,0,2518.01,2518.11,2518.11,2517.88,1724212440000,3,,0,,0,0,0,0,0,false
,2,2518.115,0,2518.17,2518.06,2518.17,2518.06,1724212500000,2,,0,,0,0,0,0,0,false
,3,2517.95,0,2517.96,2517.72,2518.17,2517.72,1724212560000,3,,0,,0,0,0,0,0,false
,2,2517.575,0,2517.52,2517.63,2517.63,2517.52,1724212620000,2,,0,,0,0,0,0,0,false
,3,2517.3533,0,2517.35,2517.19,2517.52,2517.19,1724212680000,3,,0,,0,0,0,0,0,false
,3,2517.32,0,2517.23,2517.19,2517.54,2517.19,1724212740000,3,,0,,0,0,0,0,0,false
,2,2517.24,0,2517.34,2517.14,2517.34,2517.14,1724212800000,2,,0,,0,0,0,0,0,false
,3,2517.22,0,2517.18,2517.14,2517.34,2517.14,1724212860000,3,,0,,0,0,0,0,0,false
,2,2517.435,0,2517.33,2517.54,2517.54,2517.33,1724212920000,2,,0,,0,0,0,0,0,false
,3,2517.1467,0,2516.96,2517.15,2517.33,2516.96,1724212980000,3,,0,,0,0,0,0,0,false
,3,2517.1733,0,2517.14,2517.15,2517.23,2517.14,1724213040000,3,,0,,0,0,0,0,0,false
,2,2517.095,0,2517.04,2517.15,2517.15,2517.04,1724213100000,2,,0,,0,0,0,0,0,false
,3,2517.1333,0,2517.2,2517.16,2517.2,2517.04,1724213160000,3,,0,,0,0,0,0,0,false
,2,2516.91,0,2517.23,2516.59,2517.23,2516.59,1724213220000,2,,0,,0,0,0,0,0,false
,3,2516.8767,0,2516.71,2516.69,2517.23,2516.69,1724213280000,3,,0,,0,0,0,0,0,false
,4,2516.665,0,2516.98,2516.69,2517.19,2515.8,1724213340000,4,,0,,0,0,0,0,0,false
,2,2517.21,0,2517.16,2517.26,2517.26,2517.16,1724213400000,2,,0,,0,0,0,0,0,false
,3,2517.2567,0,2517.36,2517.25,2517.36,2517.16,1724213460000,3,,0,,0,0,0,0,0,false
,2,2517.02,0,2517.18,2516.86,2517.18,2516.86,1724213520000,2,,0,,0,0,0,0,0,false
,3,2517.0367,0,2516.99,2516.94,2517.18,2516.94,1724213580000,3,,0,,0,0,0,0,0,false
,3,2516.9467,0,2516.84,2516.94,2517.06,2516.84,1724213640000,3,,0,,0,0,0,0,0,false
,2,2517.005,0,2516.97,2517.04,2517.04,2516.97,1724213700000,2,,0,,0,0,0,0,0,false
